# Collision Vehicle_x Vehicle_y Obstacle_x Obstacle_y
0 2.64656 4.66815 2.48626 -1.82296 0.277819  0.91546 -0.646105   5.30716 4.11095  1.6506 5.93923 4.02913 1.18217 7.68569 -1.18395  3.57049 -4.84051 -1.18657 -2.46198 -3.01485 1.19458 1.74221
1   3.36456 -0.649255   2.85855  -1.2668 -1.89392  1.28775 0.0650147  -1.25174 5.82628 -2.9274    6.66411 -0.0467737 0.902849  1.62889 -1.86929  1.40563 -3.54495 -4.35564 -0.664323  -5.19347  1.01135 0.567791
0  6.12973 0.614787  1.78024 0.875086  1.39743 0.209445 4.03876 3.23735  5.28626 -2.63153   8.2207 -2.00778 6.9732 3.8611 3.49765  3.4884 -2.37123   2.2409 -1.74748 -0.69354   4.1214 0.553962
0 1.85829 3.49847 2.15017 -2.43356  -1.0943 0.579371 -1.03941  5.18765  2.24557 0.166802  4.756 1.8093 1.47101 6.83014 -0.74438   1.8034 -5.76522 -1.48158 -4.12273   -3.992  0.898112 -0.707017
0   6.2934 -6.02191  2.07498  1.00186 -2.00551 0.504185  3.53076 -4.11984  6.42933 -9.37325  9.05603 -7.92397  6.15747 -2.67056  2.90392 0.757129 -2.34949 -2.14144 -0.900202  -4.76814  4.35321 -1.86958
1 6.00283 4.03988  2.5594 0.776787  3.11352 0.988608 2.67226 4.43655 7.68383 1.13743 9.33339 3.64322 4.32182 6.94233 1.17345 6.44408 -2.12566  1.43251  0.380121 -0.217045 3.67924 4.79453
0 3.80009  2.8076 2.16468 -0.929446  0.370826  0.593879 0.878185  4.45456   4.23567 -0.518097 6.72199 1.16064 3.36451  6.1333 0.717512  3.29273   -4.25515 -0.0647501  -2.5764 -2.55108  2.39625 0.806403
0 5.13126 2.16976 1.99974 0.101673  1.28719 0.428944 2.51942 4.27411  5.01488 -1.18232   7.7431 0.065411 5.24764 5.52184 2.20602 3.89903 -3.25041  1.40356 -2.00268 -1.32465 3.45376 1.17081
0  3.20783 0.308539  2.23947 -1.38821 -1.52864 0.668679 0.171016  1.73254  3.89071 -2.97531  6.24464 -1.11546 2.52494 3.59239 0.0357889   1.50817 -4.67206 -2.21153 -2.81221 -4.56546   1.89564 -0.845758
0   9.0003 -4.02582  1.62926   3.09862   1.62319 0.0584636  7.32758 -1.11859  7.67816 -7.10834   10.673 -6.93305 10.3225 -0.9433 6.00585 3.29592 0.016102  2.94534   0.191393 -0.0495361  6.18114 0.301046
1 6.08152 1.49765 2.33045  0.83774  1.82512 0.759654 2.92789 2.63986  7.05992 -1.71058  9.23514 0.355431 5.10312 4.70588 1.97996 4.97874 -2.37049 0.846718 -0.304476   -1.3285 4.04597 2.80352
0  8.09789 0.283804  3.06003 2.39962 3.08039 1.48923  4.98566 -0.96679  10.9657 -1.45563 11.2101  1.5344 5.23007 2.02324 1.14902 6.19263 0.660184 0.212577    3.65021 -0.0318418 4.13905 5.94821
0  2.6024  -1.116 3.32024 -1.85717 -2.86455  1.74945 -0.0833022   -3.12523   5.8212 -2.05902   5.2881 0.893232 -0.616406 -0.172975   -3.8664 -0.178851  -2.8002 -6.08336 0.152057 -5.55025 -0.914151  0.354253
0 3.99771 2.43373 2.38938 -0.776373  0.357206  0.818582 0.782288  3.38823   5.16336 -0.711308 7.21313 1.47923 2.83206 5.57877 0.178132  3.57263  -3.92141 -0.808442 -1.73088 -2.85821 2.36867 1.52285
0 3.31344 1.86126 2.18472   -1.3064 -0.596468  0.613923 0.359112  3.44933  3.81558 -1.45504  6.26777 0.273196  2.8113 5.17756 0.281661  2.35786  -4.6227 -1.09861 -2.89447  -3.5508     2.0099 -0.0943239
1 4.45936 1.61038 2.43118 -0.418775  0.352221  0.860382 1.20687 2.42969 5.75542 -1.4832 7.71186 0.79107 3.16331 4.70396 0.400533  3.60472  -3.51236 -0.943831 -1.23808 -2.90028 2.67481 1.64827
0    4.10645 -0.0153503    3.14279 -0.692138 -0.852847   1.57199  1.10825 -1.51894  7.10824 -1.51176 7.10466 1.48823 1.10466 1.48106 -2.19572  2.14536 -2.18855 -3.85464 0.811447 -3.85105 0.804274  2.14894
0 4.08429 1.40406 2.00015 -0.709302 -0.112907  0.429356 1.47159 3.50734   3.9693 -1.94807     6.697 -0.699212 4.19929 4.75619 1.39397  2.4998   -4.06143 0.00208962 -2.81258 -2.72561   2.64283 -0.227904
1 2.07937 0.44719 2.82821 -2.26231 -2.52098  1.25741   -1.23693 -0.0549243  4.47085 -1.90459  5.39568 0.949303 -0.312101   2.79897 -2.76442 0.795323 -4.61408 -4.91246 -1.76019 -5.83729 0.0894683 -0.129508
0 1.48921 4.16846 2.17599 -2.71945 -1.08402 0.605191 -1.45114  5.78226 1.96238  0.8479 4.42956 2.55466 1.01605 7.48902 -1.10564  1.85633    -6.04 -1.55718 -4.33325 -4.02437  0.601114 -0.610853
1  1.9461 1.97716 1.43577  -2.36554  -1.82681 -0.135024 0.863596  5.15177 0.0559105 -0.793616   3.0286 -1.19746 3.83629 4.74793  0.809075 -0.744305  -5.13631 0.0633803 -5.54016 -2.90931 0.405232   -3.717
0  7.31452 -4.19818  2.69777    1.79282 -0.0626777    1.12697  3.96108 -4.26467  9.37978 -6.84104   10.668 -4.13169  5.24926 -1.55532 1.72633 3.29077 -0.850043  -2.12793  1.85931 -3.41612 4.43568 2.00258
0  5.64336 -1.28966  2.40261   0.498347 -0.0831947   0.831816   2.41559 -0.377788  6.85053 -4.41899  8.87113 -2.20153  4.4362 1.83968 1.41022 3.14457 -2.63099 -1.29036 -0.413522  -3.31096 3.62768 1.12397
0  3.94396 0.509415  3.10288 -0.818004 -0.725138   1.53209   0.88816 -0.873365  6.88367 -1.10556 6.99976 1.89219 1.00426 2.12439 -2.20078  2.33066 -2.43298 -3.66484 0.564776 -3.78094 0.796968  2.21457
0  4.93752 -2.73801  2.80221 -0.0483998   -1.52679    1.23141  1.60928 -3.15372  7.26703 -5.15118 8.26576 -2.3223     2.608 -0.324842 -0.464109   1.80145 -2.46157  -3.8563 0.367309 -4.85503  2.36477 0.802722
0  6.68684 -1.08486  1.84016  1.30662  1.01293 0.269367 4.44257 1.40778   6.0393 -4.37586 8.93112 -3.5775 7.33439 2.20614 3.79926  3.2572 -1.98438  1.66048 -1.18601 -1.23134  4.59762 0.365385
0  2.75448 0.088755  3.18732 -1.73937 -2.07499  1.61653 -0.173813  -1.54682  5.81991 -1.27253 5.68277 1.72433 -0.310957   1.45004 -3.37495 0.853306 -3.10066 -5.14042 -0.103797  -5.00328 -0.378086  0.990451
0  6.78468 -5.21246  2.98664  1.38241 -1.10721  1.41585 3.58913 -6.2315  9.51725 -7.15747  9.98024 -4.19342  4.05212 -3.26744 0.363369  2.08834 -0.56261 -3.83978  2.40145 -4.30276 3.32743 1.62535
0  4.10169 -5.45408  1.26418 -0.695826  -3.77281 -0.306617  3.57716 -2.14124 1.76615 -7.8614  4.62623 -8.76691  6.43724 -3.04675  2.61701 -3.24828 -3.10315 -1.43726 -4.00866 -4.29734   1.7115 -6.10836
0  6.18715 -3.98904  2.66809 0.919564  -1.0162  1.09729  2.83321 -3.95597  8.17306 -6.69203 9.54109 -4.0221  4.20124 -1.28605 0.952629  2.33774 -1.78343 -3.00211 0.886498 -4.37014  3.62255 0.969709
0  7.82899 -3.44459   2.6975  2.19133 0.827592   1.1267  4.47553 -3.51016  9.89353 -6.08801  11.1825 -3.37902   5.76446 -0.801163 2.12576 4.18105 -0.452097  -1.23694   2.2569 -2.52587 4.83475 2.89213
1 5.38628 5.84369 2.90396 0.29921 3.49767 1.33316 2.11748 5.09205 7.94887 3.67963 8.65508 6.59532 2.82369 8.00774 -0.45243  6.76647 -1.86484 0.935081  1.05085 0.228873 2.46326 6.06026
0   7.11803 -0.547368   1.71493  1.64062  1.70863 0.144138 5.20267 2.20606   6.0645 -3.73172 9.03339 -3.3008 8.17156 2.63698 4.39405   3.624 -1.54373  2.76216  -1.11281 -0.206732  4.82497 0.655107
0  8.36735 0.329101  2.82303 2.60834 3.35938 1.25223   5.04849 -0.155825  10.7466 -2.03503  11.6862 0.814027 5.98809 2.69324 2.12341 6.67824 0.244204 0.980123   3.09326 0.0405183 4.97247 5.73864
0  7.10393 -3.41159   2.1935   1.6297 0.159924   0.6227  4.13578 -1.84951  7.63516 -6.72335  10.0721 -4.97366     6.5727 -0.0998203 3.19177 3.12808 -1.68207 -0.37131 0.0676251  -2.80823  4.94146 0.691157
0   7.0649 -5.30868  2.80127   1.59946 -0.893918   1.23047  3.73627 -5.72128  9.39215 -7.72402  10.3935 -4.89608  4.73764 -2.89333 1.18687 2.43471 -0.815879  -3.22117  2.01206 -4.22255 4.01481 1.43334
0  5.17189 -3.86172  3.19723 0.133143 -1.90763  1.62643  2.25994 -5.52622  8.25065 -5.19258  8.08384 -2.19723  2.09312 -2.53086 -1.53135  1.00433 -1.19772 -4.98639  1.79764 -4.81958 1.46401 1.17114
0  5.00328 -1.55719   1.6969 0.00254234  -0.831641   0.126108 3.13787 1.23032  3.89252 -4.72203  6.86869 -4.34471 6.11405 1.60764 2.79006 1.03377  -3.1623 0.279125 -2.78497 -2.69705  3.16738 -1.94241
0 5.53869 5.02993 1.70375 0.417271  3.20552  0.13295 3.65426 7.80462 4.44961 1.85757 7.42313 2.25524 6.62778  8.2023 3.19196 5.08996 -2.75509  4.29461 -2.35742  1.32108 3.58963 2.11644
1  2.9749 -1.5892 2.38809 -1.56864 -2.76611 0.817289 -0.239283  -0.63054  4.13648 -4.73574  6.18908 -2.54786 1.81332 1.55734 -0.609975  0.448069 -4.71518 -3.92769 -2.5273 -5.9803  1.57791 -1.60453
0 7.14572 -3.8061 2.24048    1.66207 -0.0120597    0.66968  4.10748 -2.38514  7.83189 -7.08927   10.184 -5.22706   6.45954 -0.522938 3.08302 3.02618   -1.6211 -0.698235 0.241109  -3.0503  4.94523 0.674116
1  2.92294 -2.07319  2.38824 -1.60889 -3.07468 0.817439 -0.291389  -1.11501  4.08499 -5.21956  6.13726 -3.03137 1.76089 1.07318 -0.650706   0.13965 -4.75526 -4.23673 -2.56707   -6.289  1.53748 -1.91263
